description,job_url,title,experience,llm_response
"MicrosoftHyderabad
Posted On
30 Nov 2024
End Date
31 Aug 2025
Required Experience
4 \\\\- 8 Years



Basic Section
Grade





Role


Senior Software Engineer


Employment Type


Full Time


Employee Category

  

Organisational
Group Company


NewVision


Company Name


New Vision Softcom \\\\& Consultancy Pvt. Ltd


Function


Business Units (BU)


Department/Practice


Microsoft


Organization Unit


Application Development


Region


APAC


Country


India


Base Office Location


Hyderabad


Working Model


Hybrid


Weekly Off


Hyderabad Office Standard


State


Telangana




Skills
Skill


.NET CORE


REACT


SQL


Highest Education


GRADUATION/EQUIVALENT COURSE


POST GRADUATE


CERTIFICATION


No data available


Working Language


ENGLISH


Job Description**Responsibilities:**

* Responsible for design, development, testing, debugging, deployment and requirements documentation at a mastery level.
* Assists application architects in the creation of application, integration, and data architecture.
* Analyses business/ functional requirements and prepares development project schedule, tasks, and estimates.
* Collaborates with project team members to identify issues and risks associated with the design, implementation, and delivery of project assignments.
* Actively participate on PI Planning
* Give demo to the business team (End Users)
* Contribute to the technical discussions
* Actively participate on daily scrum meetings

**Skillsets (Must have):**

* Should have more than 4 years of exp on .net core, React, Azure
* Should have hands\\\\-on with designing and developing MS Azure (PaaS) services and applications using \\\\- .Net core, Web api, C\\\\#, Azure Web\\\\-Apps, API Apps
* Strong experience in Dependency injection, memory management
* Hands\\\\-on experience in React: creating components, services, integration with APIs
* Strong understanding of Azure Database technologies (both IaaS and PaaS) and options to support the migration process
* Hands on Creating/Modifying SQL objects : Tables, Stored Procedures, Views, Triggers, SQL Functions
* GitHub and CI/CD pipelines
* Good Knowledge and Understanding on HTML5, CSS \\\\& JavaScript.
* Should have working knowledge of Node JS

**Skillsets (Preferred):**

* Hands\\\\-on experience with Azure Service Bus and Azure Functions
* Hands\\\\-on experience with Azure Key vault, blob storage, Azure Monitoring
* Experience of Migration from legacy .NET core to latest 6\\\\.0, Entity Framework (6\\\\.0\\\\)
* Experience in data migration and verification techniques post migration",https://in.indeed.com/viewjob?jk=137b8fb26bb39671,"Sr. Full Stack Developer (Dot Net, Datab...",4.0,The years of experience required for this job is 4 years.
"**About Us:**

Grupo is a one\\\\-stop manufacturing solution for D2C Clothing brands. We offer manufacturing as a service and with our products and we optimize manufacturing, which decreases TAT \\\\[Turn around time] by 45%, error rate at 2%, 30% less on market price.

**Key Responsibilities**

* **Dashboard Development:**
* Design, develop, and deploy a full\\\\-fledged dashboard for the aggregator platform, providing real\\\\-time analytics, insights, and user management tools.
* **Integration of AI Tools:**
* Integrate AI\\\\-based solutions, such as recommendation engines, predictive analytics, and natural language processing tools, into the platform.
* **End\\\\-to\\\\-End Development:**
* Work on both front\\\\-end and back\\\\-end development using modern frameworks and technologies.
* Build secure and scalable APIs to connect various platform components.
* Optimize application performance, security, and scalability.
* **Collaboration \\\\& Communication:**
* Work closely with product managers, designers, and other developers to gather requirements and deliver solutions.
* Communicate technical challenges and propose solutions effectively.
* **Maintenance \\\\& Documentation:**
* Debug, test, and maintain the application to ensure high\\\\-quality performance.
* Write clear and concise documentation for code, APIs, and technical processes.

**Requirements**

**Technical Skills:**

* **Frontend Development:** Proficiency in modern JavaScript frameworks (React.js, Angular, or Vue.js) and CSS frameworks (Bootstrap, TailwindCSS).
* **Backend Development:** Expertise in Node.js, Python (Django/Flask), Ruby on Rails, or similar frameworks.
* **Database Management:** Experience with relational databases (PostgreSQL, MySQL) and NoSQL databases (MongoDB, Firebase).
* **AI \\\\& ML Tools:** Familiarity with AI/ML frameworks (TensorFlow, PyTorch, scikit\\\\-learn) and APIs (OpenAI, Hugging Face, etc.).
* **APIs:** Proven experience in developing and integrating RESTful and GraphQL APIs.
* **DevOps:** Knowledge of CI/CD pipelines, containerization (Docker), and cloud services (AWS, GCP, or Azure).

**Soft Skills:**

* Strong problem\\\\-solving abilities with a focus on user\\\\-centric design.
* Excellent collaboration and communication skills.
* Adaptability to new technologies and methodologies.

**Preferred Qualifications**

* Prior experience developing aggregator platforms or similar web\\\\-based applications.
* Knowledge of data visualization libraries (e.g., D3\\\\.js, Chart.js).
* Hands\\\\-on experience with AI tools in production environments.
* Experience with microservices architecture.

**What We Offer**

* Competitive salary and benefits.
* Opportunity to work with cutting\\\\-edge technologies, including AI.
* A collaborative, innovation\\\\-driven work culture.
* Flexible work arrangements and career growth opportunities.

Job Types: Full\\\\-time, Permanent

Pay: ₹20,000\\\\.00 per month

Benefits:

* Work from home

Schedule:

* Day shift

Supplemental Pay:

* Performance bonus
* Yearly bonus

Application Question(s):

* Can you create dashboards with both front end and back end for overall user experience

Education:

* Bachelor's (Required)

Experience:

* Angular: 1 year (Required)
* total work: 1 year (Preferred)

Work Location: Remote

Expected Start Date: 15/12/2024",https://in.indeed.com/viewjob?jk=60b10c6b7dbb7471,Full Stack Developer,1.0,The years of experience required for this job is 1 year.
"We seek skilled **Software Developers with proficiency in WordPress, WooCommerce and Shopify platforms**, to join our team and help us build stellar websites.

**Requirements:**

* Minimum of 2 years' experience in Shopify and WordPress development
* Complete understanding of both WordPress, WooCommerce and Shopify Platforms
* Experience building WordPress sites from scratch
* Experience building complex WordPress websites such as LMS, Memberships, B2B Commerce, Marketplaces and Portals
* Hands\\\\-on experience building corporate websites in WordPress
* Hands\\\\-on coding experience in HTML/CSS, Javascript, JQuery, Shopify Liquid, MERN Stack and PHP
* Ability to understand complex briefs, find solutions, code them and deliver results on time
* Demonstrated ability to convert a Figma/PSD design to a theme in WordPress and/or Shopify using the latest UI/UX technologies
* Knowledge of SEO best practices.
* Knowledge of Pixel Integration, Conversion Rate Optimization Techniques
* Knowledge of themes, apps and plugins
* Knowledge of hosting environments and deployment best practices
* **Excellent verbal and written communication skills in English**

**Responsibilities:** 

* Develop WordPress and Shopify websites according to the client’s brief.
* Develop WordPress websites from scratch without using builders if needed.
* Design and implement theme\\\\-based websites using pre\\\\-existing templates or custom designs.
* Create custom websites on WordPress and Shopify, ensuring responsiveness and cross\\\\-browser compatibility.
* Demonstrate ability to use AI tools to accelerate productivity and produce error\\\\-free code
* Add and manage website content, including products, pages, articles, images, and multimedia elements.
* Collaborate with designers and other team members to ensure bug\\\\-free design implementation and functionality.
* Troubleshoot and resolve technical issues related to UI/UX, native platform features, website hosting, SSL certificate upgrades, and other hosting errors.
* Optimise website performance for speed, security, and SEO with help from the SEO team.
* Be aware of the latest trends and best practices in WordPress and Shopify development and implement them as needed.

**Preferred Qualifications/Experience:**

* Undergraduate degree in Computer Science or a related field
* Professional certifications if any
* Website or Branding Agency Experience Required

Job Types: Full\\\\-time, Permanent

Pay: ₹25,000\\\\.00 \\\\- ₹35,000\\\\.00 per month

Benefits:

* Provident Fund

Schedule:

* Day shift
* Morning shift

Supplemental Pay:

* Overtime pay

Ability to commute/relocate:

* Bangalore City, Karnataka: Reliably commute or planning to relocate before starting work (Required)

Application Question(s):

* If selected in interview, when can you join the company?

Education:

* Bachelor's (Required)

Experience:

* CSS: 2 years (Required)
* WordPress: 2 years (Required)
* HTML: 2 years (Required)

Location:

* Bangalore City, Karnataka (Required)

Work Location: In person

Expected Start Date: 04/12/2024",https://in.indeed.com/viewjob?jk=019b938c717e332e,PHP Wordpress Developer,2.0,The years of experience required for this job is 2.
"**Position :** Node Developer

**JOB DESCRIPTION:**

* This internship program is designed for individuals with some prior programming experience or with some extensive background in React and Node.js. It aims to provide a structured learning environment where interns can acquire practical skills and gain confidence in building full\\\\-stack web applications.
* The React and Node.js Development Internship program is designed to provide hands\\\\-on experience and practical knowledge in building modern web applications using React for the frontend and Node.js for the backend. Interns will work on real\\\\-world projects under the guidance of experienced mentors to gain valuable skills and insights into full\\\\-stack development.
* Should have completed BE/BTech or any other professional Bachelors in Engineering, preferably in Computer.
* Experience in Front\\\\-End areas like JavaScript frameworks like AngularJS 2\\\\+, React,
* Experience in Relational Database technologies like MySQL, SQL Server, Oracle.
* Experience in Front\\\\-End areas like AJAX, Front\\\\-end (CSS) frameworks like Foundation or Bootstrap
* Web fundamentals like HTML, JavaScript, and CSS is a plus
* Experience in Backend areas like Web server technologies like Node.js, J2EE, Apache, Nginx, etc.
* Internship Duration\\\\- 3 to 6 months.

Job Types: Full\\\\-time, Fresher, Internship  
Contract length: 3 months

Pay: ₹4,000\\\\.00 \\\\- ₹5,000\\\\.00 per month

Benefits:

* Health insurance

Location Type:

* In\\\\-person

Schedule:

* Day shift

Work Location: In person",https://in.indeed.com/viewjob?jk=08a40607da127ebb,Node Developer,0.0,"The job details do not explicitly mention the required years of experience. Therefore, the answer is 0."
"PHP Developer

No. of Opening\\\\- 1

Requirement for the profile: \\\\-

Strong knowledge of LAMP Stack, PHP \\\\& Laravel (latest version)

Experience with AWS

Understanding of MVC design patterns

Excellent knowledge of front\\\\-end technologies, such as JavaScript (Angular 2\\\\~8\\\\), HTML5, and

CSS3

Excellent knowledge of Node.JS

Knowledge of object\\\\-oriented PHP programming

Excellent knowledge of MySQL \\\\& PostgreSQL

3rd party API integration experience

Extensive knowledge \\\\& understanding of security protocols.

Work Experience: \\\\- Minimum 5\\\\+ years

Working days\\\\- 6 days

Salary\\\\- 60K\\\\-75K or as per the experience \\\\& Skills.

Job Type: Full\\\\-time

Pay: Up to ₹75,000\\\\.00 per month

Schedule:

* Day shift

Work Location: In person",https://in.indeed.com/viewjob?jk=da5b2e229a8fda18,PHP CodeIgniter,5.0,The years of experience required for this job is 5.
"At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.

 **Position title – Python \\\\& Java Full Stack – Manager**

**Job purpose:**

* Senior in the IT Advisory Services team to be part of the delivery of python \\\\& Java full stack based projects for our customers across the globe.

 **Your Technical responsibilities:**

* Knowledge of applying object\\\\-oriented and functional programming styles to real\\\\-world software engineering problems.
* Hands on experience in Python \\\\& Java8 Full Stack technologies to design and develop client applications using any Cloud Platform.
* Real time experience in assessing existing large scale IT environments towards migration to Cloud.
* Hands on experience in App Modernization and API development.
* Leveraging deep understanding and adoption of Agile software delivery techniques and technologies including Continuous Integration \\\\& Continuous Delivery (CI/CD).
* An appetite to learn new technologies and a drive for continual improvement.
* A keen interest in technology and self\\\\-improvement. Examples include having an active Github account or completion of relevant Coursera courses.
* Contributions to the technical community, either through blogs, internal workshops, meetups or conferences.
* Passion to build software products.

 **Requirements (Qualifications)**


We are looking for the candidates with the following:

* BE/BTech/MTech
* Mandatory skills:
	+ Python and experience in anyone frameworks Flask/Django/Fast API
	+ Java/Java8
	+ Python Libraries (Pandas, TensorFlow, Numpy, SciPy)
	+ Cloud Experience (AWS/AZURE/GCP/PCF)
	+ Docker, Kubernetes and microservices
	+ GIT, SVN or any Code repository tools
	+ Design Patterns
	+ Relational Database (Postgres/MySQL)
	+ NoSQL database (MongoDB/Cassandra/CouchDB)
	+ SQL Alchemy/ any ORM libraries (Object Relational Mapper)

  



**Experience – Must have experience in at least one of the following:**

* Utilize web development technologies to facilitate application development for front end UI used for risk management actions.
* Experience in working risk technology team in a bank/financial institution.
* Experience in developing/enhancing risk platforms in a bank/financial institution.
* Create and maintain software applications used for analytical purposes, pricing models, risk management, and credit pricing.
* Participate in implementing models within pricing and risk systems.

 **Skills (Atleast one of these skills)**

* Pricing Products: Understanding of pricing models and financial products.
* Risk Management: Knowledge of risk factors and risk management techniques.

 **Experience – Good to have:**

* Perform statistical analysis to identify trends and exceptions related Market Risk metrics.
* Experience in market risk management for interest rate or equity markets.
* Experience in market (VaR, CVaR) and credit risk models (CVA, PFE, Credit VaR).
* Experience in market risk technology.

Fixed Income: Familiarity with fixed income instruments.

 **Other preferred skills:**

* Application development knowledge with financial or risk background is preferred
* Ability to interpret business requirements and other supporting documentation with a strong attention to detail
* Machine Learning and understanding of AI concepts
* Knowledge of key features of Cloud Service Providers
* Migrating complex, multi\\\\-tier applications on Cloud Platforms like MS Azure/AWS

 **Education and Experience:**

* Overall application development experience of 8\\\\-12 years
* B.E./B.Tech in Computer Science from a reputed institute
* Technical certifications in Python, Cloud technologies is preferred

 **EY \\\\| Building a better working world**

  

  

EY exists to build a better working world, helping to create long\\\\-term value for clients, people and society and build trust in the capital markets.

  

  

Enabled by data and technology, diverse EY teams in over 150 countries provide trust through assurance and help clients grow, transform and operate.

  

  

Working across assurance, consulting, law, strategy, tax and transactions, EY teams ask better questions to find new answers for the complex issues facing our world today.",https://in.indeed.com/viewjob?jk=79eee28e1b51f861,DET-RCE-Python-Java Developer-Manager-GDSF02,8.0,The years of experience required for this job is 8.
"Urgent opening for Mern developer(Only Male candidate)

Location : Mohali

Salary : upto 80 k

Exp. : minimum 2\\\\.5 years (In Node.js and React. Js)And MySQL

Required skills :

Candidate should have minimum 2\\\\.5 years in both node.js and react .js .

Candidate should have minimum 1 year exp. in Mysql Database

Candidate should have done minimum 4 to 5 Live projects .

Candidates with 1 month or immediate joinners are eligible .

JD :

Exp. in react.js,redux , RTK Query , CLI tools for the front end web development .

Exp. in Node .js , Express js fpr server side developement, handling request and build API'S.

My sql : Database architecture and design ,indexing including schema , design and data modeling .

Knowledge of Building and consuming RESTful APIs.

Knowledge of Git repositories, version control .

Job Type: Full\\\\-time

Pay: Up to ₹80,000\\\\.00 per month

Location Type:

* In\\\\-person

Schedule:

* Day shift

Education:

* Bachelor's (Preferred)

Work Location: In person

**Speak with the employer**  
\\\\+91 7018310690",https://in.indeed.com/viewjob?jk=04a805e321fe2ef8,Full Stack Developer (MERN),2.0,The years of experience required for this job is 2.5.
"No. of Positions: 1
Relevant Experience: 6 to 10 Years
Job Locations: Bengaluru
Job Type: Full Time
Work Timing: General ShiftRotational Shift
Work Modules: Work from Office
Company overview: About Estuate


At Estuate, more than 400 uniquely talented people work together, to provide the world with next\\\\-generation product engineering and IT enterprise services. We help companies reimagine their business for the digital age.


Incorporated in 2005 in Milpitas (CA), we have grown to become a global organization with a truly global vision. At Estuate, we bring together talent, experience, and technology to meet our customer’s needs. Our **‘Extreme Service’** culture helps us deliver extraordinary results.


Our key to success


We are an ISO\\\\-certified organization present across four distinct global geographies. We cater to industry verticals such as BFSI, Healthcare \\\\& Pharma, Retail \\\\& E\\\\-Commerce, and ISVs/Startups, as well as having over 2,000 projects in our portfolio.


Our solution\\\\-oriented mindset fuels our offerings, including Digital Platform Engineering, Digital Business Apps, and Digital Security \\\\& GRC.


Our culture of oneness


At Estuate, we are committed to fostering an inclusive workplace that welcomes people from diverse social circumstances. Our diverse culture shapes our success stories. Our values unite us. And, our curiosity inspires our creativity. Now, if that sounds like the place you’d like to be, we look forward to hearing more from you.


Currently, we are looking for a **Senior Full Stack Developer** to join our **team.**


Required Skills:

* \\\\+3 years of active practice in C\\\\# .NET / .Net Core / ASP.NET Core
* Knowledge at JS/HTML/CSS with commercial development experience minimum 2 years
* Experience in React, MaterialUI
* Experience of Mobx, Typescript
* Hands\\\\-on experience of building RESTful API’s and SPA’s
* Experience in MS SQL
* Experience in authentication and authorization
* Intermediate\\\\+ English level


As a plus:

* Knowledge of Rabbit MQ, Redis, Hangfire, SignaIR
* Experience in Docker
* Experience with micro front\\\\-end approach
* Experience of Unit test (XUnit, jest\\\\-junit)
* Experience in ES6
* Experience in Bank, Retail, Financial or/and Point of Sales projects


Responsibilities:

* Integration with 3d party API’s and systems
* Support of existing and creation of new applications
* Active participation in discussions and decision making on internal products
* Proposing technical solutions based on business needs
* Participation in an estimation process for short, long term planning
* Active collaboration with the team (participation in grooming, daily meetings, planning sessions etc.)


Our commitment to Equal Opportunity Employment (EOE)


Estuate, Inc. is an equal opportunity employer. Our employment decisions are made on the basis of merit and business needs. We comply with all applicable state \\\\& local laws governing non\\\\-discrimination in employment at each of our facilities and locations.


Disclaimer


The above job definition information has been designed to indicate the general nature and level of work performed by employees within this classification. It is not designed to contain or be interpreted as a comprehensive inventory of all duties, responsibilities, and qualifications required of employees assigned to this job. Job duties and responsibilities are subject to change based on changing business needs and conditions.",https://in.indeed.com/viewjob?jk=d51dabc9ad59dcb7,Senior Full Stack Developer,6.0,The years of experience required for this job is 6.
"**Job Description:**

We are seeking a talented and driven Full Stack Engineer to join our team as we transition to a modern tech stack and improve the scalability, efficiency, and user experience of our applications. This role is ideal for candidates with a proven track record in backend and frontend development and who excel in competitive programming or technical challenges.

You will be instrumental in shifting our backend from PHP to Python and evolving our frontend from Flutter to a cutting\\\\-edge web\\\\-based framework. This is an exciting opportunity to work on high\\\\-impact projects, contribute to technical innovation, and help shape the future of our technology infrastructure.

*Full stack developer with strong technical knowledge of python and nextjs*

The hiring process will include tests from popular coding platforms (such as HackerRank or LeetCode) to evaluate your problem\\\\-solving skills, technical knowledge, and coding expertise. If you thrive under challenges and believe you can excel in these assessments, we encourage you to apply.

We value candidates who are passionate about development, continuously learn new technologies, and bring creative problem\\\\-solving to the table. This is your chance to work on meaningful projects and grow alongside a forward\\\\-thinking company.

Develop and maintain scalable backend solutions in Python.

Design and implement modern web\\\\-based frontends to replace existing mobile interfaces.

Collaborate with cross\\\\-functional teams to transition our current tech stack efficiently.

Optimize database queries and contribute to data migration from the existing system.

Build, test, and deploy features with a strong focus on performance and scalability.

**Required Skills and Qualifications**

Strong experience in Python and web\\\\-based frontend development (e.g., React, and next. Js).

Proficient in transitioning legacy systems to modern architectures.

Knowledge of database management (MySQL, PostgreSQL, or similar).

Experience with cloud platforms (AWS, Azure, or GCP) and CI/CD pipelines.

Solid understanding of RESTful APIs, GraphQL, and modern backend frameworks like Django or Flask.

Proven track record on competitive programming platforms such as LeetCode, Codeforces, or similar. Please provide your rank/profile link in your application.

**Preferred Qualifications**

Previous experience with PHP and Flutter (for knowledge transfer).

Familiarity with containerization tools like Docker and orchestration with Kubernetes.

Knowledge of DevOps practices and microservices architecture.

Additional Notes

You will be given tests from popular coding challenge platforms to assess your problem\\\\-solving skills and technical knowledge. Please apply only if you feel confident in your ability to pass these assessments.

Job Types: Full\\\\-time, Permanent

Pay: ₹30,000\\\\.00 \\\\- ₹50,000\\\\.00 per month

Benefits:

* Paid sick time
* Paid time off
* Work from home

Location Type:

* Hybrid work

Schedule:

* Monday to Friday
* US shift

Education:

* Bachelor's (Required)

Experience:

* Python: 1 year (Required)
* total work: 1 year (Required)
* Java: 1 year (Preferred)

Work Location: Hybrid remote in New Delhi, Delhi 110028

Expected Start Date: 31/12/2024",https://in.indeed.com/viewjob?jk=09bab9d94cbf08b4,Full Stack Developer python and nextjs,1.0,"The years of experience required for this job are 1 year (Python) and 1 year (total work), so the answer is 1."
"Key Responsibilities:

* Design, develop, and maintain scalable web applications using the MERN stack (MongoDB, Express.js, React.js, Node.js).
* Collaborate with UI/UX designers to implement responsive and user\\\\-friendly interfaces.
* Write clean, maintainable, and efficient code while following best practices.
* Participate in code reviews and provide constructive feedback to team members.
* Troubleshoot and debug applications to optimize performance and user experience.
* Stay up\\\\-to\\\\-date with emerging technologies and trends in web development.

Requirements:

* 4\\\\+ years of experience in web development using the MERN stack.
* Proficiency in JavaScript, HTML, CSS, and modern front\\\\-end frameworks.
* Experience with RESTful APIs and working with third\\\\-party libraries and APIs.
* Familiarity with version control systems (e.g., Git).
* Strong problem\\\\-solving skills and attention to detail.
* Excellent communication and teamwork abilities.
* Preferred Immediate joiners

Job Type: Full\\\\-time

Pay: ₹282,815\\\\.81 \\\\- ₹900,000\\\\.00 per year

Schedule:

* Day shift

Application Question(s):

* What is your current CTC?
* What is your Expected CTC ?
* What is your official notice period ?

Work Location: In person",https://in.indeed.com/viewjob?jk=dae3ee2e685e189d,MERN Stack Developer,4.0,The years of experience required for this job is 4.
"You may apply to Tietoevry by selecting Apply and fill your application details to the form. You may also Apply by using LinkedIn and populate details to your application from your LinkedIn profile.
Strong C\\\\#.Net, CSS, HTML, Angular developer with 4\\\\-7 years’ experience  

With us you will be responsible for  

Holistic Feature development which comprises of understanding requirement, Developing and Coding, self and peer testing and automating the recurring processes inclusive, maintaining existing releases in the exciting Lifecare projects  

  

Expertise of Knockout.js will be an added advantage  

If you have* Passion for tools and technology and have strong OOPs, Design principles and RDBMS concepts
* Hands on experience of Web API, HTML5 and ReST services, Angular, C\\\\#
* Good knowledge of Test Driven Development, Unit testing and good coding practices.
* Good knowledge of requirements analysis
* Feel excited to be part of Lean agile environment and have fair knowledge of any agile environment

In this role you will
Holistic Feature development comprises understanding requirements, developing, and coding, self and peer testing , automating the recurring processes inclusive, maintaining existing releases in the exciting projects.
We are looking for someone with* Passion for tools and technology and have strong OOPs, Design principles, and RDBMS concepts.
* Hands\\\\-on experience on C\\\\#.Net, .Net framework and SQL Server with T\\\\-SQL
* Solid understanding of REST APIs.
* Understanding of API Management, CQRS
* Exposure to GitHub, docker is a plus.
* Hands On Cloud Development experience.
* Good knowledge of Test\\\\-Driven Development, Unit testing \\\\& performance testing.
* Good knowledge of requirements analysis
* Feel excited to be part of Lean agile environment and have a fair knowledge of any agile environment.
* Put our customer´s needs first.
* Have a passion for technology, creative solutions, and a professional attitude!
* Have a solid experience and track record of SW and especially in web development.
* Have a design thinking mentality.
* Are curious and you share your knowledge with your colleagues.
* Are structured, quality\\\\-minded, social, and communicative.
* You are passionate about teamwork, and everything related to your team and ready to put yourself in front.
* The agile way of work is coded into you

It would be beneficial if you also / Good to have* Put our customer´s needs first.
* Have a passion for technology, creative solutions, and a professional attitude!
* Have a solid experience and track record of SW and especially in web development.
* Have a design thinking mentality.
* Are curious and you share your knowledge with your colleagues.
* Are structured, quality\\\\-minded, social, and communicative.
* You are passionate about teamwork, and everything related to your team and ready to put yourself in front.
* The agile way of work is coded into you.

Could you be our new colleague?
We look forward to hearing from you! We will fill the position as soon as we find the right person, so we encourage you to apply now. If you have any questions regarding this role, please contact the Recruiter @Shefali Shukla (shefali.shukla@tietoevry.com)
About Tietoevry
Tietoevry creates purposeful technology that reinvents the world for good. We are a leading technology company with a strong Nordic heritage and global capabilities. Based on our core values of openness, trust and diversity, we work with our customers to develop digital futures where businesses, societies, and humanity thrive.
Our 24,000 experts globally specialize in cloud, data, and software, serving thousands of enterprises and public\\\\-sector customers in more than 90 countries. Tietoevry’s annual turnover is approximately EUR 3 billion and the company’s shares are listed on the NASDAQ exchange in Helsinki and Stockholm, as well as on Oslo Børs.
\\\\#LI\\\\-Hybrid
At Tietoevry, we believe in the power of diversity, equity, and inclusion. We encourage applicants of all backgrounds, genders (m/f/d), and walks of life to join our team, as we believe that this fosters an inspiring workplace and fuels innovation. Our commitment to openness, trust, and diversity is at the heart of our mission to create digital futures that benefit businesses, societies, and humanity. Diversity, equity and inclusion (tietoevry.com)",https://in.indeed.com/viewjob?jk=d511dc008b1a7c93,Senior Software Engineer - Full stack(m/f/d),4.0,The years of experience required for this job is 4 years (minimum value in the range 4-7 years).
"**Job Posting Start Date:** 2 Dec 2024


**Location:** Gurgaon, HR, IN


**Company:** InterGlobe Aviation Ltd


IndiGo is India’s largest and most preferred passenger airline and amongst the fastest growing airlines in the world.  

We have a simple philosophy: offer fares that are affordable, flights that are on time, and provide a courteous and hassle\\\\-free travel experience across our unparalleled network. We show that low cost does not mean low quality. With our fleet of over 320 aircraft, we operate well over 2000\\\\+ daily flights, connecting over 118 destinations (of which 32 international), welcoming 100 million customers on board last year. We have an industry leading on\\\\-time performance and one of the highest customer NPS in the Indian market. At IndiGo, we will continue to extend our scope, by spreading our wings internationally, developing from a domestic carrier to a global aviation giant.

Job Description
**About IndiGo**
IndiGo is India's largest and most preferred passenger airline, offering affordable fares, on\\\\-time performance, and hassle\\\\-free travel. With over 1,800 daily flights across 78 domestic and 32 international destinations, we connect people, aspirations, and dreams.
Guided by our purpose, *""Giving wings to the nation, by connecting people and aspirations,""* our highly skilled workforce, the **Power of We**, serves over 300,000 passengers daily with excellence and warmth. Recognized globally for our innovation and dedication, we strive to create seamless travel experiences while expanding into new horizons, such as hotel booking services.
Join us in shaping the future of travel and hospitality technology at IndiGo!  


**Position Summary**
As a **Full Stack Developer**, you will play a critical role in advancing IndiGo's **data science and analytics initiatives** by building scalable and high\\\\-performance cloud\\\\-based applications. You will collaborate with a cross\\\\-functional team to design and implement innovative solutions that support business needs and enable data\\\\-driven decision\\\\-making. Your work will involve development on platforms such as Databricks, supporting data science problems, and integrating cutting\\\\-edge technologies for seamless operations.  


**Objectives of the Role**
* Build and enhance cloud\\\\-native applications tailored for data science workflows.
* Collaborate with data and cloud engineering teams to integrate modern data science tools and platforms like Databricks.
* Ensure applications meet scalability, performance, and security standards.
* Contribute to innovation by recommending new technologies to solve data\\\\-intensive challenges.

  


**Key Responsibilities**
* Develop robust full\\\\-stack solutions for data\\\\-intensive applications using **cloud\\\\-native architectures**.
* Optimize **large\\\\-scale data processing pipelines** and support advanced analytics integration.
* Implement microservices\\\\-based architecture for modular and scalable solutions.
* Automate deployment and scaling processes, ensuring best\\\\-in\\\\-class cloud practices.
* Work closely with data scientists and engineering teams to deliver end\\\\-to\\\\-end solutions.
* Design, develop, and integrate APIs, event\\\\-streaming platforms, and real\\\\-time systems.
* Maintain code quality, perform thorough testing, and proactively address potential issues.

  


**Required Skills \\\\& Qualifications**
* **2\\\\+ years** of full\\\\-stack development experience in production environments.
* Proficiency in:
	+ **Frontend:** JavaScript, TypeScript, Angular, ReactJS, React\\\\-Native, Next\\\\-JS Framework, HTML5, CSS3, Bootstrap.
	+ **Backend:** Microservice Architecture, .NET Core (C\\\\#), Spring Boot, RESTful API Development.
	+ **Databases:** MySQL, MongoDB, SQL Server.
* Familiarity with **cloud platforms** (AWS, Azure, or GCP) and **containerization technologies** (Kubernetes, Docker).
* Experience with **event\\\\-driven architectures**, **event streaming platforms** (e.g., Kafka), and **integration patterns** (CQRS, PubSub, SAGA).
* Knowledge of automated testing, MLOps, DevOps/DevSecOps practices, CI/CD pipelines, and tools like Jenkins and Git.
* Understanding of **data science workflows** and tools such as **Databricks** and **Snowflake**.

  


**Preferred Qualifications**
* Bachelor’s degree in Computer Science, IT, or Mathematics.
* Experience with **data product development**, handling unstructured and structured data processing.
* Knowledge of Spring Cloud, GitHub contributions, and open\\\\-source projects.
* Exposure to **ML/AI model integration** within full\\\\-stack systems.


***At IndiGo, we believe in the innate strength of an energetic, diverse, and inclusive workforce, where the viewpoints and life experiences of our employees help us foster strong connection with all our customers.*** ***Our diversity equity and inclusion efforts are designed to attract, nurture, and advance the lives of our employees and customers irrespective of their, but not limited to, gender, race, color, religion, caste, creed, ethnicity, origin, language, social and economic status, sexual orientation, persons with disabilities, nationality, age, marital and maternity status.***
***IndiGo does not charge fees for Job Interviews, Registration, Verification or Offer Letters. All Official communication will be from verified IndiGo IDs (e.g., xxx@goindigo.in). Please report any fake job offer to eco.goindigo.in***",https://in.indeed.com/viewjob?jk=b0234745aa56f197,Full Stack Developer,2.0,The years of experience required for this job is 2.
