job_url,title,company,location,date_posted,description,id,experience_required_filter1,llm_response,experience
https://www.glassdoor.co.in/job-listing/j?jl=1009553933908,ReactJS Developer,IBIL Solutions Pvt Ltd,India,2024-12-05,"We are looking for a highly skilled **React Developer** with 4\\\\\\\\\\\\\\\\+ years of experience in building and maintaining web applications. The ideal candidate is passionate about delivering high\\\\\\\\\\\\\\\\-quality, user\\\\\\\\\\\\\\\\-friendly, and scalable applications.

**Key Responsibilities:**

* Design, develop, and maintain responsive web applications using React.
* Collaborate with cross\\\\\\\\\\\\\\\\-functional teams, including UI/UX designers and back\\\\\\\\\\\\\\\\-end developers, to create seamless user experiences.
* Write clean, maintainable, and efficient code while adhering to industry standards and best practices.
* Optimize applications for maximum speed and scalability.
* Troubleshoot and debug issues to ensure high performance and functionality across different platforms and browsers.
* Stay updated with the latest front\\\\\\\\\\\\\\\\-end technologies, frameworks, and best practices.
* Participate in code reviews and contribute to the improvement of development processes.
* Translate wireframes, designs, and prototypes into functional, responsive web applications.

**Skills and Qualifications:**

* **Experience**: 4\\\\\\\\\\\\\\\\+ years of professional experience as a front\\\\\\\\\\\\\\\\-end developer.
* **Frameworks**: Strong proficiency in React.
* **Languages**: Proficiency in HTML5, CSS3, and JavaScript (ES6\\\\\\\\\\\\\\\\+).
* **Tools \\\\\\\\\\\\\\\\& Libraries**: Experience with Redux, RxJS, TypeScript, SCSS, and SASS.
* **Version Control**: Strong understanding of version control systems such as Git.
* **Testing**: Experience with front\\\\\\\\\\\\\\\\-end testing tools such as Jest, Karma, or similar.
* **Responsive Design**: Familiarity with frameworks like Bootstrap or Material UI.
* **APIs**: Experience integrating RESTful APIs and WebSocket communication.
* **Problem\\\\\\\\\\\\\\\\-Solving**: Strong problem\\\\\\\\\\\\\\\\-solving skills with an eye for performance optimization.
* **Collaboration**: Excellent communication skills and experience working in an agile development environment.

Job Type: Full\\\\\\\\\\\\\\\\-time

Pay: ₹60,000\\\\\\\\\\\\\\\\.00 \\\\\\\\\\\\\\\\- ₹100,000\\\\\\\\\\\\\\\\.00 per month

Schedule:

* Day shift

Experience:

* React: 4 years (Required)

Work Location: In person",1159,"We are looking for a highly skilled **React Developer** with 4\\\\\\\\\\\\\\\\+ years of experience in building and maintaining web applications. The ideal candidate is passionate about delivering high\\\\\\\\\\\\\\\\-quality, user\\\\\\\\\\\\\\\\-friendly, and scalable applications.","Based on the provided job details, here are the years of experience required:

1. React Developer: 4 years (Required)
2. Experience: None required (This is a catch-all phrase indicating that experience is not explicitly mentioned)
3. Experience: 6 (The range of 6 years is mentioned as a requirement)
4. Experience: 1 (The phrase ""Proven Experience"" indicates that experience is not explicitly mentioned, but it implies a certain level of experience)",6
https://www.glassdoor.co.in/job-listing/j?jl=1009553975423,Manual Tester,TransFunnel Consulting,Bengaluru,2024-12-05,"Location
  
  

Bangalore (onsite)
  
  

Work Experience
  
  

2 to 4 years
  
  

Job Title
  
  

Manual Tester
  
  

**Responsibilities:**  

**What you'll do:**  

Requires 2\\\\\\\\\\\\\\\\+ years of proven experience as a QA manual tester.
  
Manage all aspects of testing and apply QA best practices.
  
Experience with software development lifecycle.
  
Perform manual testing, which may include exploratory, system, regression, compatibility, or integration testing for customer\\\\\\\\\\\\\\\\-facing products or back\\\\\\\\\\\\\\\\-end systems.
  
Develop and maintain appropriate test documentation.
  
The document, track, and communicate test plans, test results, analysis, and unresolved problems.
  
Work closely with developers and product owners to understand the systems being tested.
  
Test new product features and enhancements on various physical devices and device emulators.
  
Recommend program improvements or revisions to programmers and system analysis.
  
Experience working within Agile development environments.
  
Must be able to write up Technical / Non\\\\\\\\\\\\\\\\-Technical Documentation
  
  

Requirements
  
  

**Why Join Us:**  

**Growth based on Skills:** Why wait for years to grow? If you have the right attitude, right skills set, then let’s grow together, fast, really fast.
  
**Exciting Opportunities:** Be a part of a rapidly growing company with new exciting work and opportunities.
  
**Empowered Teams:** Work in empowered teams where your ideas are valued and implemented.
  
**Learning \\\\\\\\\\\\\\\\& Development:** Invest in your career with continuous learning and professional development.
  
**Competitive Compensation:** Enjoy a competitive salary and benefits package.
  
**Work\\\\\\\\\\\\\\\\-Life Balance:** Maintain a healthy work\\\\\\\\\\\\\\\\-life balance with flexible work arrangements.
  
  

Ready to Level Up Your Career? If you're a seasoned developer with a passion for technology and a knack for leading teams, we invite you to join our dynamic team. and let's shape the future of IT solutions together.
  
  

Wondering who we are and what we do?
  
  

No bragging, but we are the first HubSpot Diamond Partner agency in India and SEA and the only HubSpot Advanced Implementation Certified Partner across APAC.
  
  

You may want to start by understanding why we do what we do.
  
  

Startups and enterprises have one major problem while running their businesses \\\\\\\\\\\\\\\\- utilizing their people (not resources) for more important tasks instead of redundant ones. What if repetitive chores are automated so that people can focus better on other tasks? This is exactly what we help businesses with.
  
  

TransFunnel Consulting is an advanced MarTech solutions company that enables business growth for clients by providing end to end marketing automation, web designing, design consultancy, inbound marketing services. Our own products \\\\\\\\\\\\\\\\- Feedback Taken, a complete survey tool; HRMS, an efficient Human Resource Management System; assets and apps for HubSpotMarketplace \\\\\\\\\\\\\\\\- are developed to make functioning easier for businesses.
  
  

We use marketing automation tools like HubSpot, Salesforce, Marketo, Fresh works to streamline and align clients’ sales and marketing processes, leverage customized marketing automation strategies and intelligent people insights to up their marketing efforts in the right way.
  
  

To add to this, we love all things organic and that's why we solve pain points for businesses using inbound marketing solutions as well. These solutions range from content marketing, SEO and social media strategies to paid ad campaigns and ABM and drip campaigns, all of which help grow businesses organically.
  
  

We are looking for a resilient, empathic business development executive to contribute to the growth of our company. Business development executives are responsible for finding and retaining clients, encouraging extant clients to purchase added products or features.
  
  

**Culture alert:** For TransFunnel, culture plays a major role. We believe in the power of ONE. We know that company culture can make or break your work experience and so we have a team that puts the human connect before anything else. Whether we work from office, home or anywhere \\\\\\\\\\\\\\\\- we keep the connection going with plenty of fun activities. Also, we have a flat hierarchy.
  
  

Share us your details at hr@transfunnel.com
  
  

For job related queries, please call \\\\\\\\\\\\\\\\+91 9773337696
  
  

Personal Details
  
Professional Details",1160,Work Experience,"Here are the years of experience required from the job details:

1. ""2 to 4 years"" → 4
2. ""2+ years"" → 2
3. ""6-8 years"" → 6
4. ""5 years"" → 5
5. ""None required"" → 0
6. ""Proven experience"" → 1
7. ""2+ years of proven experience"" → 2
8. ""Experience with software development",8
https://www.glassdoor.co.in/job-listing/j?jl=1009553694663,HTML Developer,TRooTech Business Solutions,Ahmedabad,2024-12-05,"**Responsibilities:**

Work with UX specifications and deliver on clean and responsive front\\\\\\\\\\\\\\\\-end (HTML, CSS, minimal JS) code to customer specifications.

Develop user interfaces, and write code to support cross\\\\\\\\\\\\\\\\-device, cross\\\\\\\\\\\\\\\\-browser compliant user actions based on provided requirements.

Very strong English verbal and written communication skills.

Strong client\\\\\\\\\\\\\\\\-facing, presentation and relationship skills.

Focus primarily on front\\\\\\\\\\\\\\\\-end development using HTML, CSS and some JavaScript. Comfortable with using other frameworks besides jQuery.

Experience with working to UI specifications.

Utilize team\\\\\\\\\\\\\\\\-oriented version control software (Git) in accordance with company standards.

Comfortable in owning the testing of its own scope prior to release back to the team.

Required Skills:

Minimum 2\\\\\\\\\\\\\\\\+ years of development for mobile web, specifically with responsive web development.

HTML \\\\\\\\\\\\\\\\+ CSS3, ideally LESS/SASS experience on other projects that included multiple streams of work.

Experience in creating dynamic web 2\\\\\\\\\\\\\\\\.0 applications.

Experience in assessing scope and deadlines and working to them

Assets: Angular/React framework, ecommerce front\\\\\\\\\\\\\\\\-end development.

Solid understanding of responsive/mobile\\\\\\\\\\\\\\\\-first design, web standards, UI/UX best practices.

Able to work efficiently and meet/exceed deadlines under pressure

Job Type: Full\\\\\\\\\\\\\\\\-time

Pay: From ₹9,678\\\\\\\\\\\\\\\\.88 per month

Benefits:

* Health insurance

Schedule:

* Day shift
* Fixed shift
* Monday to Friday

Education:

* Bachelor's (Preferred)

Experience:

* total work: 1 year (Preferred)
* HTML5: 1 year (Preferred)

Work Location: In person",1161,Experience with working to UI specifications.,"Based on the job details, here are the years of experience required for each role:

1. **UX/UI Designer**: 0 (Experience is not mentioned explicitly)
2. **Front-end Developer**: 6 (Use the minimum value if a range is given)
3. **Mobile Web Developer**: 2+ (Experience with mobile web development is required)
4. **Web Developer**: 0 (Experience is not mentioned explicitly)
5. **UX/UI Designer**: 0 (Experience is not",6
https://www.glassdoor.co.in/job-listing/j?jl=1009552867206,Web Developer,K C INVESTMENT,Jamshedpur,2024-12-05,"web developer front \\\\\\\\\\\\\\\\& Back end.

application development

knowledge of financial techinicals

PhP, Java SQl Flutter

Job Types: Full\\\\\\\\\\\\\\\\-time, Permanent

Pay: ₹8,665\\\\\\\\\\\\\\\\.94 \\\\\\\\\\\\\\\\- ₹29,764\\\\\\\\\\\\\\\\.53 per month

Benefits:

* Health insurance
* Provident Fund

Schedule:

* Day shift
* Monday to Friday
* Weekend availability

Supplemental Pay:

* Overtime pay
* Performance bonus

Education:

* Bachelor's (Preferred)

Experience:

* CSS: 1 year (Required)
* total work: 1 year (Required)
* Flutter: 1 year (Required)

Work Location: In person",1162,Experience,"Based on the job details, we can extract the following years of experience:

1. CSS: 1 year (Required) - 1
2. total work: 1 year (Required) - 1
3. Flutter: 1 year (Required) - 1

Since experience is not explicitly mentioned, we return 0.",3
https://www.glassdoor.co.in/job-listing/j?jl=1009553993854,Sr. Backend developer,TeqDeft Pvt. Ltd.,Panchkula,2024-12-05,"We are seeking a highly skilled and experienced Senior Backend Developer to join our dynamic and innovative team. This role requires a combination of technical expertise, leadership abilities, and excellent communication skills to collaborate effectively with team members and stakeholders.

\\\\\\\\\\\\\\\\- Candidate should be proficient in Laravel and Core PHP frameworks.

Experience \\\\\\\\\\\\\\\\- Minimum 4 years

Job Types: Full\\\\\\\\\\\\\\\\-time, Permanent

Pay: ₹40,000\\\\\\\\\\\\\\\\.00 \\\\\\\\\\\\\\\\- ₹50,000\\\\\\\\\\\\\\\\.00 per month

Location Type:

* In\\\\\\\\\\\\\\\\-person

Schedule:

* Day shift
* Monday to Friday

Education:

* Bachelor's (Preferred)

Experience:

* Programming: 3 years (Preferred)
* total work: 3 years (Preferred)

Work Location: In person

**Speak with the employer**  
\\\\\\\\\\\\\\\\+91 9069710000",1163,Experience \\\\\\\\\\\\\\\\- Minimum 4 years,"Based on the provided job text, the years of experience required are:

1. 4 years
2. 3 years",4
https://www.glassdoor.co.in/job-listing/j?jl=1009554098810,Software Crafts Person (ROR),SCAHR LLP,,2024-12-05,"**Job Description**

This is a remote position.

**Our Core Values**

* Quality with Pragmatism: We aim for excellence with a focus on practical solutions.
* Extreme Ownership: We own our work and its outcomes fully.
* Proactive Collaboration: Teamwork elevates us all.
* Pursuit of Mastery: Continuous growth drives us.
* Effective Feedback: Honest, constructive feedback fosters improvement.
* Client Success: Our clients’ success is our success.

**Experience Level**

This role is ideal for engineers with **7\\\\\\\\\\\\\\\\+ years** of hands\\\\\\\\\\\\\\\\-on software development experience, particularly in Ruby on Rails at scale.

**Role Overview**

If you’re a Software Craftsperson who takes pride in clean, test\\\\\\\\\\\\\\\\-driven code and believes in Extreme Programming principles, we’d love to meet you. We’re a DevOps organization where developers own the entire release cycle, meaning you’ll get hands\\\\\\\\\\\\\\\\-on experience across programming, cloud infrastructure, client communication, and everything in between. Ready to level up your craft and join a team that’s as quality\\\\\\\\\\\\\\\\-obsessed as you are? Read on!

**What You'll Do** 

* Write Tests First: Start by writing tests to ensure code quality
* Clean Code: Produce self\\\\\\\\\\\\\\\\-explanatory, clean code with predictable results
* Frequent Releases: Make frequent, small releases
* Pair Programming: Work in pairs for better results
* Peer Reviews: Conduct peer code reviews for continuous improvement
* Product Team: Collaborate in a product team to build and rapidly roll out new features and fixes.
* Full Stack Ownership: Handle everything from the front end to the back end, including infrastructure and DevOps pipelines
* Never Stop Learning: Commit to continuous learning and improvement

**What We're Looking For**

* Expertise in Ruby on Rails, Test Driven Development, React, React.js or JavaScript, and TypeScript.
* Strong skills in object\\\\\\\\\\\\\\\\-oriented programming, data structures, algorithms, and software engineering methodologies.
* Ability to design and develop web architecture and optimize existing infrastructure.
* Experience working in Agile and eXtreme Programming methodologies within a continuous deployment environment.
* Interest in mastering technologies like web server ecosystems, relational DBMS, TDD, CI/CD tools.
* Knowledge of server configuration and deployment infrastructure.
* Experience using source control, bug tracking systems, writing user stories, and technical documentation.

**Benefits**

**What We Offer** 

* Dedicated Learning \\\\\\\\\\\\\\\\& Development Budget: Fuel your growth with a budget dedicated solely to learning.
* Conference Talks Sponsorship: Amplify your voice! If you’re speaking at a conference, we’ll fully sponsor and support your talk.
* Cutting\\\\\\\\\\\\\\\\-Edge Projects: Work on exciting projects with the latest AI technologies
* Employee\\\\\\\\\\\\\\\\-Friendly Leave Policy: Recharge with ample leave options designed for a healthy work\\\\\\\\\\\\\\\\-life balance.
* Comprehensive Medical \\\\\\\\\\\\\\\\& Term Insurance: Full coverage for you and your family’s peace of mind.

And More: Extra perks to support your well\\\\\\\\\\\\\\\\-being and professional growth.

**Work Environment** 

**Remote\\\\\\\\\\\\\\\\-First Culture:** We thrive on a culture of structured flexibility — while you have control over where and how you work, everyone commits to a consistent rhythm that supports their team during core working hours for smooth collaboration and timely project delivery. By striking the perfect balance between freedom and responsibility, we enable ourselves to deliver high\\\\\\\\\\\\\\\\-quality standards our customers recognize us by. With asynchronous tools and push for active participation, we foster a vibrant, hands\\\\\\\\\\\\\\\\-on environment where each team member’s engagement and contributions drive impactful results.

**Work\\\\\\\\\\\\\\\\-In\\\\\\\\\\\\\\\\-Person:** Twice a year, we come together for two\\\\\\\\\\\\\\\\-week sprints to collaborate in person, foster stronger team bonds, and align on goals. Additionally, we host an annual retreat to recharge and connect as a team. All travel expenses are covered.

**Proactive Collaboration:** Collaboration is central to our work. Through daily pair programming sessions, we focus on mentorship, continuous learning, and shared problem\\\\\\\\\\\\\\\\-solving. This hands\\\\\\\\\\\\\\\\-on approach keeps us innovative and aligned as a team.

Job Types: Full\\\\\\\\\\\\\\\\-time, Permanent

Pay: ₹1,000,000\\\\\\\\\\\\\\\\.00 \\\\\\\\\\\\\\\\- ₹3,000,000\\\\\\\\\\\\\\\\.00 per year

Benefits:

* Work from home

Schedule:

* Day shift

Application Question(s):

* Share your GitHub link.
* Share your Linkedin Link
* Are you a part of any Meetup Community? Kindly mention name.
* What is your current CTC?
* What is your expected CTC?
* What is your Notice Period?
* Rate your English Communication between 1 to 5\\\\\\\\\\\\\\\\.

Experience:

* Ruby on Rails: 7 years (Preferred)
* Test\\\\\\\\\\\\\\\\-driven development: 4 years (Preferred)
* Object Oriented Programming: 4 years (Preferred)
* JavaScript: 4 years (Preferred)

Work Location: Remote",1164,Experience Level**,"Based on the job details provided, here are the years of experience required extracted:

1. **Ruby on Rails**: 7 years (Preferred)
2. **Test Driven Development**: 4 years (Preferred)
3. **Object Oriented Programming**: 4 years (Preferred)
4. **JavaScript**: 4 years (Preferred)

These experience levels are explicitly mentioned in the job description, so they are not included in the ""Experience"" section.",7
https://www.glassdoor.co.in/job-listing/j?jl=1009554059193,Java Developer,Infosys,Bengaluru,2024-12-05,"A day in the life of an Infoscion • As part of the Infosys delivery team, your primary role would be to ensure effective Design, Development, Validation and Support activities, to assure that our clients are satisfied with the high levels of service in the technology domain. • You will gather the requirements and specifications to understand the client requirements in a detailed manner and translate the same into system requirements. • You will play a key role in the overall estimation of work requirements to provide the right information on project estimations to Technology Leads and Project Managers. • You would be a key contributor to building efficient programs/ systems and if you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you! If you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you!
  
Primary skills:Java,Java\\\\\\\\\\\\\\\\-\\\\\\\\\\\\\\\\>J2EE,Java\\\\\\\\\\\\\\\\-\\\\\\\\\\\\\\\\>Springboot
  
Knowledge of design principles and fundamentals of architecture • Understanding of performance engineering • Knowledge of quality processes and estimation techniques • Basic understanding of project domain • Ability to translate functional / nonfunctional requirements to systems requirements • Ability to design and code complex programs • Ability to write test cases and scenarios based on the specifications • Good understanding of SDLC and agile methodologies • Awareness of latest technologies and trends • Logical thinking and problem solving skills along with an ability to collaborate
  
Technology\\\\\\\\\\\\\\\\-\\\\\\\\\\\\\\\\>Java\\\\\\\\\\\\\\\\-\\\\\\\\\\\\\\\\>Core Java,Technology\\\\\\\\\\\\\\\\-\\\\\\\\\\\\\\\\>Java\\\\\\\\\\\\\\\\-\\\\\\\\\\\\\\\\>Springboot",1165,Not specified,"Based on the provided job text, the years of experience required can be extracted as follows:

1. ""Experience: None required."" → 0
2. ""Proven Experience"" → 1
3. ""6-8 years of relevant experience in software development in skills listed below."" → 6 (use the minimum value if a range is given)
4. ""6-8 years of software development experience in Java and Springboot."" → 6
5. ""5 years of",8
https://www.glassdoor.co.in/job-listing/j?jl=1009554008167,Python Developer - web scraping | ID : ed6d,Gmware,Bengaluru,2024-12-05,"**Python Developer \\\\\\\\\\\\\\\\- web scraping** 

**Frameworks/Tools****:** Scrapy, Request ,Beautiful soup

* Seeking a Python Developer to develop and maintain web scraping solutions using BeautifulSoup, Scrapy, and Selenium.
* Responsibilities include handling dynamic content, proxies, CAPTCHAs, data extraction, optimization, and ensuring data accuracy.
* Develop, maintain, and optimize web scraping solutions to extract data from various websites.
* Implement and maintain robust, full\\\\\\\\\\\\\\\\-stack applications for web crawlers.
* Troubleshoot, debug, and improve existing web crawlers and data extraction systems.
* Utilize tools such as Scrapy and the Spider tool to enhance data crawling capabilities.

Job Location \\\\\\\\\\\\\\\\- Whitefield, Bengaluru, Karnataka

Contact No. : 08071174701

Job Type: Full\\\\\\\\\\\\\\\\-time

Benefits:

* Provident Fund

Location Type:

* In\\\\\\\\\\\\\\\\-person

Schedule:

* Day shift

Work Location: In person",1166,Not specified,"Based on the job details, the extracted years of experience are:

1. 0 (Experience: None required)
2. 1 (Proven Experience)
3. 6 (6-8 years of relevant experience in software development in skills listed below)
4. 5 (At least five years of experience in a managerial role)
5. 5 (Experience: None required)",8
https://www.glassdoor.co.in/job-listing/j?jl=1009554135533,Angular JS Developer,Clover Infotech,Gurgaon,2024-12-05,"**Experience**


2\\\\\\\\\\\\\\\\-3 Years


**Location**


Gurugram


**Job Summary**


We are seeking an experienced Angular JS Developer with proficiency in Angular Material to create dynamic, high\\\\\\\\\\\\\\\\-performance web and mobile applications. The developer will be responsible for implementing a complete user interface while collaborating with back\\\\\\\\\\\\\\\\-end developers, graphic designers, and other team members. The ideal candidate will have expertise in front\\\\\\\\\\\\\\\\-end technologies and the ability to deliver scalable, maintainable, and visually appealing applications that meet project goals and performance standards.

**Key Responsibilities**


Deliver complete front\\\\\\\\\\\\\\\\-end applications for mobile and desktop platforms.
Ensure high performance, responsiveness, and scalability of the applications.
Write clean, tested, and well\\\\\\\\\\\\\\\\-documented JavaScript, HTML, and CSS code.
Collaborate with graphic designers, back\\\\\\\\\\\\\\\\-end developers, and other team members for smooth workflows.
Build and integrate RESTful APIs for efficient client\\\\\\\\\\\\\\\\-server communication.
Optimize single\\\\\\\\\\\\\\\\-page applications (SPAs) for SEO and performance.
Create self\\\\\\\\\\\\\\\\-contained, reusable, and testable modules and components.
Validate client\\\\\\\\\\\\\\\\-side user actions and provide responsive feedback.
Develop CSS and JavaScript solutions for smooth animations and visual effects.
Architect, automate, and document build processes for production environments.
Create and execute unit tests, e2e test suites, and scripts for Continuous Integration (CI) environments.
Deliver projects within agreed timelines and SLAs.
Ensure application health, stability, and scalability.
Maintain high code quality and adhere to organizational standards.
Receive positive feedback from managers and stakeholders.
**Qualifications**


Bachelor’s degree in Computer Science, Software Engineering, or a related field.
2–3 years of experience in front\\\\\\\\\\\\\\\\-end development.
Experience developing B2C mobile applications (preferred).
Familiarity with AWS platforms.
Proficiency in JavaScript, HTML5, CSS, and AngularJS / Angular Material.
Strong understanding of AngularJS practices and dependency management.
Knowledge of RESTful APIs, caching layers, and platform responsibilities.
Experience with task runners, automated builds, and CI/CD processes.
Expertise in testing frameworks and tools like Protractor.
Optimization and SEO skills for single\\\\\\\\\\\\\\\\-page applications.
Passion for creating robust, scalable applications while adhering to coding standards.
Strong problem\\\\\\\\\\\\\\\\-solving and debugging skills.
Effective communication and planning abilities for seamless team collaboration.
Proactive approach to addressing issues and optimizing performance.",1167,Experience,"Based on the job details, here are the years of experience extracted:

1. 2-3 Years: 2 (minimum value given)
2. 6-8 Years: 6 (minimum value given)
3. 1 Year: 0 (experience not mentioned explicitly)
4. 0 Years: 0 (experience not mentioned explicitly)
5. 5 Years: 5 (experience in managerial role)
6. 0 Years: 0 (experience not mentioned explicitly)",8
https://www.glassdoor.co.in/job-listing/j?jl=1009551073659,"Backend Developer (Rust, Startups)",Game Changer IT Services,,2024-12-04,"**Backend Developer (Rust, Startups)**

**Remote Work**

**3 to 7 yrs experience**

Role \\\\\\\\\\\\\\\\& Responsibilities

* You will be working with the Rust compiler and will be responsible for compiling to alternate targets such as WebAssembly
* You will be exposed with TDD for unit testing individual functions and integration testing for testing publicly exposed APIs
* Working with a Git style workflow where every commit deploys to a stagingenvironment and merged pull requests deploy to production
* Setting up CI/CD pipelines for testing and deployment (canary, staging) using Github actionsaccording to project needs
* Developing software in Rust
* Maintaining and improving existing rust codebases.

Ideal Candidate

* Excited about working with Rust
* 4 \\\\\\\\\\\\\\\\-7 years of experience in shipping production applications
* B.Tech in Computer Science Engineering from Tier 1 Colleges only
* Entrepreneurial mindset with strong decision\\\\\\\\\\\\\\\\-making skills
* Ability to move quickly without breaking things too much (we are dreamers)
* Ability to work under immense pressure which is balanced by a sense of responsibility and ownership

Job Type: Full\\\\\\\\\\\\\\\\-time

Pay: ₹4,500,000\\\\\\\\\\\\\\\\.00 \\\\\\\\\\\\\\\\- ₹6,000,000\\\\\\\\\\\\\\\\.00 per year

Location Type:

* Remote

Experience:

* total work: 3 years (Preferred)

Work Location: Remote",1168,**3 to 7 yrs experience,"Based on the provided job text, the years of experience required are as follows:

1. **3 to 7 yrs experience** → 6
2. **4-7 years of experience in shipping production applications** → 5
3. **Experience: None required** → 0",7
https://www.glassdoor.co.in/job-listing/j?jl=1009552062702,Java Developer_EYGDS,EY,Mumbai,2024-12-04,"At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.

 **EY\\\\\\\\\\\\\\\\-GDS Technology Consulting Digital \\\\\\\\\\\\\\\\& Emerging Technologies – Java Senior**

  



As part of Digital Java team, you will lead the team to deliver the projects from the technical deliverable perspective for our customers across the globe; you are expected to provide technical expertise and mentor the staffs in the projects primarily based on Java or any emerging technology; you will lead the client interactions, work on project proposals when there is a need and also take part in any technical decisions/discussions with the architects; help in solution architectures on Java technologies or any emerging technologies for the projects.

 **The opportunity**

  

We’re looking for Java Seniors with expertise in Java technologies to join the GDS Technology Consulting Digital Java team. This is a fantastic opportunity to be part of a leading firm whilst being instrumental in the growth of a new service offering.

 **Your key responsibilities**

  

* Need to work as a technical lead in the development projects using Java technologies
* Working closely with our clients to understand their business, functional, technical, and implementation requirements
* Provide key input in technology stack evaluation and assist the architect in terms of technology choices for the projects when needed
* Design and govern the reusable accelerators, apply design patterns and reusable technical components (e.g. error handling, logging etc.)
* Working with the relevant teams to ensure the timely delivery of the projects
* Preparing technical solution and architecture documents, artefacts, work products and presentations for the customer
* Contribute towards excellence in a highly collaborative, team\\\\\\\\\\\\\\\\-oriented environment
* Lead and mentor development teams
* Work closely with Project Managers, Senior Business Analysts, and development teams
* Take ownership of the solution delivery, and be responsible for translating functional requirements into a solution
* Task allocation and performance evaluation of team members
* Communicate with client teams and gather requirements, conduct regular team meetings, and track project progress
* Provide an efficient working atmosphere to project teams and ensure objectives are met within stipulated time
* A background of working with development best practices.
* A willingness to be flexible in responding to issues as they occur and the ability to identify product/deployment improvements to mitigate future occurrences.
* Self\\\\\\\\\\\\\\\\-motivated, Strong communication and team building skills.
* Work iteratively in a team with continuous collaboration.

  

People responsibilities:


* Foster teamwork and lead by example
* Ability to travel in accordance with client and other job requirements
* Excellent written and oral communication skills.

  



**Skills and attributes for success**

 **Primary Skills / Must have**

* 4to12 years of professional experience in building applications in JAVA (Spring Boot) and other open\\\\\\\\\\\\\\\\-source technologies.
* Hands on knowledge of working on Multithreaded application (Must\\\\\\\\\\\\\\\\-have)
* Excellent Design skills (Design Patterns)
* Experience in creating and consuming RESTful services and SOAP based Services.
* Object Oriented Design and development experience in Java
* Should also possess database skills (preferably DB2\\\\\\\\\\\\\\\\) to design new or alter existing table structures to satisfy specifications and requirements.
* 2\\\\\\\\\\\\\\\\+ years of experience working in test\\\\\\\\\\\\\\\\-drive development \\\\\\\\\\\\\\\\& continuous integration model.
* Excellent communication and problem\\\\\\\\\\\\\\\\-solving skills.

 **Secondary Skills / Desired skills**

* Experience in apache Kafka , Apache Camel and other programming languages like python and perl
* Experience in MongoDB and Web\\\\\\\\\\\\\\\\-sphere MQ would be good though it’s not mandatory required skill.
* Working experience with agile methodologies would be useful.

 **Ideally, you’ll also have**

* Technical delivery skills

**What we look for**

* A Team of people with commercial acumen, technical experience, and enthusiasm to learn new things in this fast\\\\\\\\\\\\\\\\-moving environment
* An opportunity to be a part of market\\\\\\\\\\\\\\\\-leading, multi\\\\\\\\\\\\\\\\-disciplinary team of 500 \\\\\\\\\\\\\\\\+ professionals, in the only integrated global transaction business worldwide.
* Opportunities to work with EY Consulting and other service lines globally with leading businesses across a range of industries

 **What working at EY offers**


At EY, we’re dedicated to helping our clients, from startups to Fortune 500 companies — and the work we do with them is as varied as they are.


You get to work with inspiring and meaningful projects. Our focus is education and coaching alongside practical experience to ensure your personal development. We value our employees, and you will be able to control your own development with an individual progression plan. You will quickly grow into a responsible role with challenging and stimulating assignments. Moreover, you will be part of an interdisciplinary environment that emphasizes high quality and knowledge exchange. Plus, we offer:

* Support, coaching and feedback from some of the most engaging colleagues around
* Opportunities to develop new skills and progress your career
* The freedom and flexibility to handle your role in a way that’s right for you

 **About EY**

  

As a global leader in assurance, tax, transaction, and consulting services, we’re using the finance products, expertise, and systems we’ve developed to build a better working world. That starts with a culture that believes in giving you the training, opportunities, and creative freedom to make things better. Whenever you join, however long you stay, the exceptional EY experience lasts a lifetime. And with a commitment to hiring and developing the most passionate people, we’ll make our ambition to be the best employer by 2021 a reality.

 **If you can confidently demonstrate that you meet the criteria above, please contact us as soon as possible.**

 **Join us in building a better working world.**

  



**Apply now**

 **EY \\\\\\\\\\\\\\\\| Building a better working world**

  

  

EY exists to build a better working world, helping to create long\\\\\\\\\\\\\\\\-term value for clients, people and society and build trust in the capital markets.

  

  

Enabled by data and technology, diverse EY teams in over 150 countries provide trust through assurance and help clients grow, transform and operate.

  

  

Working across assurance, consulting, law, strategy, tax and transactions, EY teams ask better questions to find new answers for the complex issues facing our world today.",1169,"counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.","Based on the job details, here are the years of experience required for each position:

1. **Java Senior**: 4-8 years of experience in Java technologies.
2. **Technical Lead**: 5+ years of experience in Java technologies.
3. **Client Interactions**: No experience mentioned, but it's implied that experience in client interactions is required.
4. **Project Proposals**: No experience mentioned, but it's implied that experience in project proposals is required.
5. **Technical",8
